66	inf	NaN	3.2360679775	NaN	NaN	NaN	NaN	3.0	NaN	NaN
68	inf	NaN	NaN	3.65028153987	NaN	NaN	NaN	4.41421356237	NaN	NaN
72	inf	NaN	NaN	NaN	4.472135955	NaN	NaN	6.2360679775	NaN	NaN
80	inf	NaN	NaN	NaN	NaN	4.2360679775	NaN	3.0	NaN	NaN
96	inf	NaN	NaN	NaN	NaN	NaN	3.2360679775	2.41421356237	NaN	NaN
129	inf	5.39834563767	NaN	NaN	NaN	NaN	NaN	NaN	3.2360679775	NaN
130	inf	NaN	4.57649122254	NaN	NaN	NaN	NaN	NaN	3.41421356237	NaN
132	inf	NaN	NaN	4.16227766017	NaN	NaN	NaN	NaN	4.0	NaN
136	inf	NaN	NaN	NaN	4.57649122254	NaN	NaN	NaN	5.41421356237	NaN
144	inf	NaN	NaN	NaN	NaN	6.16227766017	NaN	NaN	4.0	NaN
160	inf	NaN	NaN	NaN	NaN	NaN	5.16227766017	NaN	3.41421356237	NaN
192	inf	NaN	NaN	NaN	NaN	NaN	NaN	4.16227766017	3.2360679775	NaN
257	inf	7.28538328579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.16227766017
258	inf	NaN	6.35917360312	NaN	NaN	NaN	NaN	NaN	NaN	4.2360679775
260	inf	NaN	NaN	5.53731918799	NaN	NaN	NaN	NaN	NaN	4.41421356237
264	inf	NaN	NaN	NaN	5.12310562562	NaN	NaN	NaN	NaN	5.0
272	inf	NaN	NaN	NaN	NaN	8.12310562562	NaN	NaN	NaN	5.0
288	inf	NaN	NaN	NaN	NaN	NaN	7.12310562562	NaN	NaN	4.41421356237
320	inf	NaN	NaN	NaN	NaN	NaN	NaN	6.12310562562	NaN	4.2360679775
384	inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.12310562562	4.16227766017
7	inf	5.0	4.0	3.0	NaN	NaN	NaN	NaN	NaN	NaN
11	inf	7.0	6.0	NaN	4.0	NaN	NaN	NaN	NaN	NaN
13	inf	7.0	NaN	5.0	4.0	NaN	NaN	NaN	NaN	NaN
14	inf	NaN	6.0	5.0	4.0	NaN	NaN	NaN	NaN	NaN
19	inf	4.2360679775	3.41421356237	NaN	NaN	4.2360679775	NaN	NaN	NaN	NaN
21	inf	6.16227766017	NaN	4.41421356237	NaN	6.16227766017	NaN	NaN	NaN	NaN
22	inf	NaN	5.16227766017	4.2360679775	NaN	6.16227766017	NaN	NaN	NaN	NaN
25	inf	8.12310562562	NaN	NaN	5.41421356237	8.12310562562	NaN	NaN	NaN	NaN
26	inf	NaN	7.12310562562	NaN	5.2360679775	8.12310562562	NaN	NaN	NaN	NaN
28	inf	NaN	NaN	6.12310562562	5.16227766017	8.12310562562	NaN	NaN	NaN	NaN
35	inf	3.82842712474	3.41421356237	NaN	NaN	NaN	3.41421356237	NaN	NaN	NaN
37	inf	5.65028153987	NaN	4.2360679775	NaN	NaN	5.2360679775	NaN	NaN	NaN
38	inf	NaN	4.65028153987	3.82842712474	NaN	NaN	5.2360679775	NaN	NaN	NaN
41	inf	7.57649122254	NaN	NaN	5.16227766017	NaN	7.16227766017	NaN	NaN	NaN
42	inf	NaN	6.57649122254	NaN	4.82842712474	NaN	7.16227766017	NaN	NaN	NaN
44	inf	NaN	NaN	5.57649122254	4.65028153987	NaN	7.16227766017	NaN	NaN	NaN
49	inf	3.0	NaN	NaN	NaN	3.0	3.41421356237	NaN	NaN	NaN
50	inf	NaN	3.41421356237	NaN	NaN	4.41421356237	4.65028153987	NaN	NaN	NaN
52	inf	NaN	NaN	4.2360679775	NaN	6.2360679775	6.39834563767	NaN	NaN	NaN
56	inf	NaN	NaN	NaN	5.16227766017	8.16227766017	8.28538328579	NaN	NaN	NaN
67	inf	4.2360679775	3.41421356237	NaN	NaN	NaN	NaN	3.0	NaN	NaN
69	inf	5.65028153987	NaN	3.82842712474	NaN	NaN	NaN	4.41421356237	NaN	NaN
70	inf	NaN	4.65028153987	4.2360679775	NaN	NaN	NaN	4.41421356237	NaN	NaN
73	inf	7.472135955	NaN	NaN	4.65028153987	NaN	NaN	6.2360679775	NaN	NaN
74	inf	NaN	6.472135955	NaN	5.2360679775	NaN	NaN	6.2360679775	NaN	NaN
76	inf	NaN	NaN	5.472135955	4.65028153987	NaN	NaN	6.2360679775	NaN	NaN
81	inf	4.41421356237	NaN	NaN	NaN	4.41421356237	NaN	3.82842712474	NaN	NaN
82	inf	NaN	4.0	NaN	NaN	5.0	NaN	4.2360679775	NaN	NaN
84	inf	NaN	NaN	4.41421356237	NaN	6.41421356237	NaN	5.57649122254	NaN	NaN
88	inf	NaN	NaN	NaN	5.2360679775	8.2360679775	NaN	7.35917360312	NaN	NaN
97	inf	3.82842712474	NaN	NaN	NaN	NaN	3.41421356237	3.0	NaN	NaN
98	inf	NaN	3.41421356237	NaN	NaN	NaN	4.0	3.82842712474	NaN	NaN
100	inf	NaN	NaN	3.82842712474	NaN	NaN	5.41421356237	5.06449510224	NaN	NaN
104	inf	NaN	NaN	NaN	4.65028153987	NaN	7.2360679775	6.81255920004	NaN	NaN
112	inf	NaN	NaN	NaN	NaN	4.2360679775	4.0	3.0	NaN	NaN
131	inf	5.57649122254	4.65028153987	NaN	NaN	NaN	NaN	NaN	3.41421356237	NaN
133	inf	6.16227766017	NaN	4.2360679775	NaN	NaN	NaN	NaN	4.0	NaN
134	inf	NaN	5.16227766017	4.41421356237	NaN	NaN	NaN	NaN	4.0	NaN
137	inf	7.57649122254	NaN	NaN	4.65028153987	NaN	NaN	NaN	5.41421356237	NaN
138	inf	NaN	6.57649122254	NaN	4.82842712474	NaN	NaN	NaN	5.41421356237	NaN
140	inf	NaN	NaN	5.57649122254	5.16227766017	NaN	NaN	NaN	5.41421356237	NaN
145	inf	6.2360679775	NaN	NaN	NaN	6.2360679775	NaN	NaN	4.65028153987	NaN
146	inf	NaN	5.41421356237	NaN	NaN	6.41421356237	NaN	NaN	4.65028153987	NaN
148	inf	NaN	NaN	5.0	NaN	7.0	NaN	NaN	5.16227766017	NaN
152	inf	NaN	NaN	NaN	5.41421356237	8.41421356237	NaN	NaN	6.53731918799	NaN
161	inf	5.65028153987	NaN	NaN	NaN	NaN	5.2360679775	NaN	4.0	NaN
162	inf	NaN	4.82842712474	NaN	NaN	NaN	5.41421356237	NaN	4.24264068711	NaN
164	inf	NaN	NaN	4.41421356237	NaN	NaN	6.0	NaN	4.65028153987	NaN
168	inf	NaN	NaN	NaN	4.82842712474	NaN	7.41421356237	NaN	5.99070478491	NaN
176	inf	NaN	NaN	NaN	NaN	6.16227766017	6.0	NaN	4.0	NaN
193	inf	5.472135955	NaN	NaN	NaN	NaN	NaN	4.2360679775	3.41421356237	NaN
194	inf	NaN	4.65028153987	NaN	NaN	NaN	NaN	4.41421356237	4.0	NaN
196	inf	NaN	NaN	4.2360679775	NaN	NaN	NaN	5.0	4.65028153987	NaN
200	inf	NaN	NaN	NaN	4.65028153987	NaN	NaN	6.41421356237	5.88634951737	NaN
208	inf	NaN	NaN	NaN	NaN	6.16227766017	NaN	5.0	4.0	NaN
224	inf	NaN	NaN	NaN	NaN	NaN	5.16227766017	4.41421356237	3.41421356237	NaN
259	inf	7.35917360312	6.39834563767	NaN	NaN	NaN	NaN	NaN	NaN	4.2360679775
261	inf	7.53731918799	NaN	5.57649122254	NaN	NaN	NaN	NaN	NaN	4.41421356237
262	inf	NaN	6.53731918799	5.65028153987	NaN	NaN	NaN	NaN	NaN	4.41421356237
265	inf	8.12310562562	NaN	NaN	5.16227766017	NaN	NaN	NaN	NaN	5.0
266	inf	NaN	7.12310562562	NaN	5.2360679775	NaN	NaN	NaN	NaN	5.0
268	inf	NaN	NaN	6.12310562562	5.41421356237	NaN	NaN	NaN	NaN	5.0
273	inf	8.16227766017	NaN	NaN	NaN	8.16227766017	NaN	NaN	NaN	5.57649122254
274	inf	NaN	7.2360679775	NaN	NaN	8.2360679775	NaN	NaN	NaN	5.472135955
276	inf	NaN	NaN	6.41421356237	NaN	8.41421356237	NaN	NaN	NaN	5.57649122254
280	inf	NaN	NaN	NaN	6.0	9.0	NaN	NaN	NaN	6.12310562562
289	inf	7.57649122254	NaN	NaN	NaN	NaN	7.16227766017	NaN	NaN	5.0
290	inf	NaN	6.65028153987	NaN	NaN	NaN	7.2360679775	NaN	NaN	5.06449510224
292	inf	NaN	NaN	5.82842712474	NaN	NaN	7.41421356237	NaN	NaN	5.06449510224
296	inf	NaN	NaN	NaN	5.41421356237	NaN	8.0	NaN	NaN	5.57649122254
304	inf	NaN	NaN	NaN	NaN	8.12310562562	8.0	NaN	NaN	5.0
321	inf	7.39834563767	NaN	NaN	NaN	NaN	NaN	6.16227766017	NaN	4.41421356237
322	inf	NaN	6.472135955	NaN	NaN	NaN	NaN	6.2360679775	NaN	5.0
324	inf	NaN	NaN	5.65028153987	NaN	NaN	NaN	6.41421356237	NaN	5.06449510224
328	inf	NaN	NaN	NaN	5.2360679775	NaN	NaN	7.0	NaN	5.472135955
336	inf	NaN	NaN	NaN	NaN	8.12310562562	NaN	7.0	NaN	5.0
352	inf	NaN	NaN	NaN	NaN	NaN	7.12310562562	6.41421356237	NaN	4.41421356237
385	inf	7.32455532034	NaN	NaN	NaN	NaN	NaN	NaN	5.16227766017	4.2360679775
386	inf	NaN	6.39834563767	NaN	NaN	NaN	NaN	NaN	5.2360679775	4.41421356237
388	inf	NaN	NaN	5.57649122254	NaN	NaN	NaN	NaN	5.41421356237	5.0
392	inf	NaN	NaN	NaN	5.16227766017	NaN	NaN	NaN	6.0	5.57649122254
400	inf	NaN	NaN	NaN	NaN	8.12310562562	NaN	NaN	6.0	5.0
416	inf	NaN	NaN	NaN	NaN	NaN	7.12310562562	NaN	5.41421356237	4.41421356237
448	inf	NaN	NaN	NaN	NaN	NaN	NaN	6.12310562562	5.2360679775	4.2360679775
15	inf	7.0	6.0	5.0	4.0	NaN	NaN	NaN	NaN	NaN
23	inf	6.16227766017	5.41421356237	4.41421356237	NaN	6.16227766017	NaN	NaN	NaN	NaN
27	inf	8.12310562562	7.41421356237	NaN	5.41421356237	8.12310562562	NaN	NaN	NaN	NaN
29	inf	8.12310562562	NaN	6.41421356237	5.41421356237	8.12310562562	NaN	NaN	NaN	NaN
30	inf	NaN	7.12310562562	6.2360679775	5.2360679775	8.12310562562	NaN	NaN	NaN	NaN
39	inf	5.65028153987	5.2360679775	4.41421356237	NaN	NaN	5.2360679775	NaN	NaN	NaN
43	inf	7.57649122254	7.16227766017	NaN	5.41421356237	NaN	7.16227766017	NaN	NaN	NaN
45	inf	7.57649122254	NaN	6.16227766017	5.2360679775	NaN	7.16227766017	NaN	NaN	NaN
46	inf	NaN	6.57649122254	5.82842712474	4.82842712474	NaN	7.16227766017	NaN	NaN	NaN
51	inf	4.41421356237	4.0	NaN	NaN	4.41421356237	4.82842712474	NaN	NaN	NaN
53	inf	6.2360679775	NaN	5.0	NaN	6.2360679775	6.65028153987	NaN	NaN	NaN
54	inf	NaN	5.2360679775	4.41421356237	NaN	6.2360679775	6.472135955	NaN	NaN	NaN
57	inf	8.16227766017	NaN	NaN	6.0	8.16227766017	8.57649122254	NaN	NaN	NaN
58	inf	NaN	7.16227766017	NaN	5.41421356237	8.16227766017	8.39834563767	NaN	NaN	NaN
60	inf	NaN	NaN	6.16227766017	5.2360679775	8.16227766017	8.32455532034	NaN	NaN	NaN
71	inf	5.65028153987	4.82842712474	4.41421356237	NaN	NaN	NaN	4.41421356237	NaN	NaN
75	inf	7.472135955	6.65028153987	NaN	5.2360679775	NaN	NaN	6.2360679775	NaN	NaN
77	inf	7.472135955	NaN	5.65028153987	4.82842712474	NaN	NaN	6.2360679775	NaN	NaN
78	inf	NaN	6.472135955	6.2360679775	5.2360679775	NaN	NaN	6.2360679775	NaN	NaN
83	inf	5.0	4.82842712474	NaN	NaN	5.0	NaN	4.41421356237	NaN	NaN
85	inf	6.41421356237	NaN	5.24264068711	NaN	6.41421356237	NaN	5.82842712474	NaN	NaN
86	inf	NaN	5.41421356237	5.0	NaN	6.41421356237	NaN	5.65028153987	NaN	NaN
89	inf	8.2360679775	NaN	NaN	6.06449510224	8.2360679775	NaN	7.65028153987	NaN	NaN
90	inf	NaN	7.2360679775	NaN	6.0	8.2360679775	NaN	7.472135955	NaN	NaN
92	inf	NaN	NaN	6.2360679775	5.41421356237	8.2360679775	NaN	7.39834563767	NaN	NaN
99	inf	4.41421356237	4.0	NaN	NaN	NaN	4.0	4.41421356237	NaN	NaN
101	inf	5.82842712474	NaN	4.41421356237	NaN	NaN	5.41421356237	5.65028153987	NaN	NaN
102	inf	NaN	4.82842712474	4.41421356237	NaN	NaN	5.41421356237	5.24264068711	NaN	NaN
105	inf	7.65028153987	NaN	NaN	5.2360679775	NaN	7.2360679775	7.39834563767	NaN	NaN
106	inf	NaN	6.65028153987	NaN	5.41421356237	NaN	7.2360679775	7.06449510224	NaN	NaN
108	inf	NaN	NaN	5.65028153987	4.82842712474	NaN	7.2360679775	6.88634951737	NaN	NaN
113	inf	4.41421356237	NaN	NaN	NaN	4.41421356237	4.82842712474	4.41421356237	NaN	NaN
114	inf	NaN	4.0	NaN	NaN	5.0	5.2360679775	4.41421356237	NaN	NaN
116	inf	NaN	NaN	4.41421356237	NaN	6.41421356237	6.57649122254	5.65028153987	NaN	NaN
120	inf	NaN	NaN	NaN	5.2360679775	8.2360679775	8.35917360312	7.39834563767	NaN	NaN
135	inf	6.16227766017	5.2360679775	4.41421356237	NaN	NaN	NaN	NaN	4.0	NaN
139	inf	7.57649122254	6.65028153987	NaN	4.82842712474	NaN	NaN	NaN	5.41421356237	NaN
141	inf	7.57649122254	NaN	5.65028153987	5.2360679775	NaN	NaN	NaN	5.41421356237	NaN
142	inf	NaN	6.57649122254	5.82842712474	5.41421356237	NaN	NaN	NaN	5.41421356237	NaN
147	inf	6.41421356237	6.06449510224	NaN	NaN	6.41421356237	NaN	NaN	4.82842712474	NaN
149	inf	7.0	NaN	5.65028153987	NaN	7.0	NaN	NaN	5.41421356237	NaN
150	inf	NaN	6.0	5.65028153987	NaN	7.0	NaN	NaN	5.2360679775	NaN
153	inf	8.41421356237	NaN	NaN	6.06449510224	8.41421356237	NaN	NaN	6.82842712474	NaN
154	inf	NaN	7.41421356237	NaN	6.06449510224	8.41421356237	NaN	NaN	6.65028153987	NaN
156	inf	NaN	NaN	6.41421356237	6.0	8.41421356237	NaN	NaN	6.57649122254	NaN
163	inf	5.82842712474	5.41421356237	NaN	NaN	NaN	5.41421356237	NaN	4.82842712474	NaN
165	inf	6.41421356237	NaN	5.0	NaN	NaN	6.0	NaN	5.2360679775	NaN
166	inf	NaN	5.41421356237	5.24264068711	NaN	NaN	6.0	NaN	4.82842712474	NaN
169	inf	7.82842712474	NaN	NaN	5.41421356237	NaN	7.41421356237	NaN	6.57649122254	NaN
170	inf	NaN	6.82842712474	NaN	5.65685424948	NaN	7.41421356237	NaN	6.24264068711	NaN
172	inf	NaN	NaN	5.82842712474	5.41421356237	NaN	7.41421356237	NaN	6.06449510224	NaN
177	inf	6.2360679775	NaN	NaN	NaN	6.2360679775	6.65028153987	NaN	5.2360679775	NaN
178	inf	NaN	5.41421356237	NaN	NaN	6.41421356237	6.65028153987	NaN	4.82842712474	NaN
180	inf	NaN	NaN	5.0	NaN	7.0	7.16227766017	NaN	5.2360679775	NaN
184	inf	NaN	NaN	NaN	5.41421356237	8.41421356237	8.53731918799	NaN	6.57649122254	NaN
195	inf	5.65028153987	4.82842712474	NaN	NaN	NaN	NaN	4.41421356237	4.0	NaN
197	inf	6.2360679775	NaN	4.41421356237	NaN	NaN	NaN	5.0	4.82842712474	NaN
198	inf	NaN	5.2360679775	5.0	NaN	NaN	NaN	5.0	5.2360679775	NaN
201	inf	7.65028153987	NaN	NaN	4.82842712474	NaN	NaN	6.41421356237	6.06449510224	NaN
202	inf	NaN	6.65028153987	NaN	5.41421356237	NaN	NaN	6.41421356237	6.65028153987	NaN
204	inf	NaN	NaN	5.65028153987	5.2360679775	NaN	NaN	6.41421356237	6.06449510224	NaN
209	inf	6.2360679775	NaN	NaN	NaN	6.2360679775	NaN	5.65028153987	4.82842712474	NaN
210	inf	NaN	5.41421356237	NaN	NaN	6.41421356237	NaN	5.65028153987	5.2360679775	NaN
212	inf	NaN	NaN	5.0	NaN	7.0	NaN	6.16227766017	5.41421356237	NaN
216	inf	NaN	NaN	NaN	5.41421356237	8.41421356237	NaN	7.53731918799	6.65028153987	NaN
225	inf	5.65028153987	NaN	NaN	NaN	NaN	5.2360679775	5.0	4.0	NaN
226	inf	NaN	4.82842712474	NaN	NaN	NaN	5.41421356237	5.24264068711	4.82842712474	NaN
228	inf	NaN	NaN	4.41421356237	NaN	NaN	6.0	5.65028153987	4.82842712474	NaN
232	inf	NaN	NaN	NaN	4.82842712474	NaN	7.41421356237	6.99070478491	6.06449510224	NaN
240	inf	NaN	NaN	NaN	NaN	6.16227766017	6.0	5.0	4.0	NaN
263	inf	7.53731918799	6.57649122254	5.65028153987	NaN	NaN	NaN	NaN	NaN	4.41421356237
267	inf	8.12310562562	7.16227766017	NaN	5.2360679775	NaN	NaN	NaN	NaN	5.0
269	inf	8.12310562562	NaN	6.16227766017	5.41421356237	NaN	NaN	NaN	NaN	5.0
270	inf	NaN	7.12310562562	6.2360679775	5.41421356237	NaN	NaN	NaN	NaN	5.0
275	inf	8.2360679775	7.81255920004	NaN	NaN	8.2360679775	NaN	NaN	NaN	5.65028153987
277	inf	8.41421356237	NaN	6.99070478491	NaN	8.41421356237	NaN	NaN	NaN	5.82842712474
278	inf	NaN	7.41421356237	6.88634951737	NaN	8.41421356237	NaN	NaN	NaN	5.65028153987
281	inf	9.0	NaN	NaN	6.57649122254	9.0	NaN	NaN	NaN	6.41421356237
282	inf	NaN	8.0	NaN	6.472135955	9.0	NaN	NaN	NaN	6.2360679775
284	inf	NaN	NaN	7.0	6.57649122254	9.0	NaN	NaN	NaN	6.16227766017
291	inf	7.65028153987	7.2360679775	NaN	NaN	NaN	7.2360679775	NaN	NaN	5.65028153987
293	inf	7.82842712474	NaN	6.41421356237	NaN	NaN	7.41421356237	NaN	NaN	5.65028153987
294	inf	NaN	6.82842712474	6.47870866461	NaN	NaN	7.41421356237	NaN	NaN	5.24264068711
297	inf	8.41421356237	NaN	NaN	6.0	NaN	8.0	NaN	NaN	6.16227766017
298	inf	NaN	7.41421356237	NaN	6.06449510224	NaN	8.0	NaN	NaN	5.82842712474
300	inf	NaN	NaN	6.41421356237	6.06449510224	NaN	8.0	NaN	NaN	5.65028153987
305	inf	8.16227766017	NaN	NaN	NaN	8.16227766017	8.57649122254	NaN	NaN	6.16227766017
306	inf	NaN	7.2360679775	NaN	NaN	8.2360679775	8.472135955	NaN	NaN	5.65028153987
308	inf	NaN	NaN	6.41421356237	NaN	8.41421356237	8.57649122254	NaN	NaN	5.65028153987
312	inf	NaN	NaN	NaN	6.0	9.0	9.12310562562	NaN	NaN	6.16227766017
323	inf	7.472135955	6.65028153987	NaN	NaN	NaN	NaN	6.2360679775	NaN	5.0
325	inf	7.65028153987	NaN	5.82842712474	NaN	NaN	NaN	6.41421356237	NaN	5.24264068711
326	inf	NaN	6.65028153987	6.41421356237	NaN	NaN	NaN	6.41421356237	NaN	5.65028153987
329	inf	8.2360679775	NaN	NaN	5.41421356237	NaN	NaN	7.0	NaN	5.65028153987
330	inf	NaN	7.2360679775	NaN	6.0	NaN	NaN	7.0	NaN	6.2360679775
332	inf	NaN	NaN	6.2360679775	6.06449510224	NaN	NaN	7.0	NaN	5.65028153987
337	inf	8.16227766017	NaN	NaN	NaN	8.16227766017	NaN	7.57649122254	NaN	5.82842712474
338	inf	NaN	7.2360679775	NaN	NaN	8.2360679775	NaN	7.472135955	NaN	6.2360679775
340	inf	NaN	NaN	6.41421356237	NaN	8.41421356237	NaN	7.57649122254	NaN	5.82842712474
344	inf	NaN	NaN	NaN	6.0	9.0	NaN	8.12310562562	NaN	6.2360679775
353	inf	7.57649122254	NaN	NaN	NaN	NaN	7.16227766017	7.0	NaN	5.0
354	inf	NaN	6.65028153987	NaN	NaN	NaN	7.2360679775	7.06449510224	NaN	5.65028153987
356	inf	NaN	NaN	5.82842712474	NaN	NaN	7.41421356237	7.06449510224	NaN	5.24264068711
360	inf	NaN	NaN	NaN	5.41421356237	NaN	8.0	7.57649122254	NaN	5.65028153987
368	inf	NaN	NaN	NaN	NaN	8.12310562562	8.0	7.0	NaN	5.0
387	inf	7.39834563767	6.472135955	NaN	NaN	NaN	NaN	NaN	5.2360679775	4.41421356237
389	inf	7.57649122254	NaN	5.65028153987	NaN	NaN	NaN	NaN	5.41421356237	5.0
390	inf	NaN	6.57649122254	5.82842712474	NaN	NaN	NaN	NaN	5.41421356237	5.0
393	inf	8.16227766017	NaN	NaN	5.2360679775	NaN	NaN	NaN	6.0	5.65028153987
394	inf	NaN	7.16227766017	NaN	5.41421356237	NaN	NaN	NaN	6.0	5.82842712474
396	inf	NaN	NaN	6.16227766017	6.0	NaN	NaN	NaN	6.0	6.16227766017
401	inf	8.16227766017	NaN	NaN	NaN	8.16227766017	NaN	NaN	6.57649122254	5.65028153987
402	inf	NaN	7.2360679775	NaN	NaN	8.2360679775	NaN	NaN	6.472135955	5.65028153987
404	inf	NaN	NaN	6.41421356237	NaN	8.41421356237	NaN	NaN	6.57649122254	6.16227766017
408	inf	NaN	NaN	NaN	6.0	9.0	NaN	NaN	7.12310562562	6.41421356237
417	inf	7.57649122254	NaN	NaN	NaN	NaN	7.16227766017	NaN	6.0	5.0
418	inf	NaN	6.65028153987	NaN	NaN	NaN	7.2360679775	NaN	6.06449510224	5.24264068711
420	inf	NaN	NaN	5.82842712474	NaN	NaN	7.41421356237	NaN	6.06449510224	5.65028153987
424	inf	NaN	NaN	NaN	5.41421356237	NaN	8.0	NaN	6.57649122254	5.82842712474
432	inf	NaN	NaN	NaN	NaN	8.12310562562	8.0	NaN	6.0	5.0
449	inf	7.39834563767	NaN	NaN	NaN	NaN	NaN	6.16227766017	5.41421356237	4.41421356237
450	inf	NaN	6.472135955	NaN	NaN	NaN	NaN	6.2360679775	6.0	5.0
452	inf	NaN	NaN	5.65028153987	NaN	NaN	NaN	6.41421356237	6.06449510224	5.65028153987
456	inf	NaN	NaN	NaN	5.2360679775	NaN	NaN	7.0	6.472135955	5.65028153987
464	inf	NaN	NaN	NaN	NaN	8.12310562562	NaN	7.0	6.0	5.0
480	inf	NaN	NaN	NaN	NaN	NaN	7.12310562562	6.41421356237	5.41421356237	4.41421356237
31	inf	8.12310562562	7.41421356237	6.41421356237	5.41421356237	8.12310562562	NaN	NaN	NaN	NaN
47	inf	7.57649122254	7.16227766017	6.41421356237	5.41421356237	NaN	7.16227766017	NaN	NaN	NaN
55	inf	6.2360679775	6.0	5.0	NaN	6.2360679775	6.65028153987	NaN	NaN	NaN
59	inf	8.16227766017	8.0	NaN	6.0	8.16227766017	8.57649122254	NaN	NaN	NaN
61	inf	8.16227766017	NaN	7.0	6.0	8.16227766017	8.57649122254	NaN	NaN	NaN
62	inf	NaN	7.16227766017	6.41421356237	5.41421356237	8.16227766017	8.39834563767	NaN	NaN	NaN
79	inf	7.472135955	6.65028153987	6.2360679775	5.41421356237	NaN	NaN	6.2360679775	NaN	NaN
87	inf	6.41421356237	6.24264068711	5.82842712474	NaN	6.41421356237	NaN	5.82842712474	NaN	NaN
91	inf	8.2360679775	8.06449510224	NaN	6.65028153987	8.2360679775	NaN	7.65028153987	NaN	NaN
93	inf	8.2360679775	NaN	7.06449510224	6.24264068711	8.2360679775	NaN	7.65028153987	NaN	NaN
94	inf	NaN	7.2360679775	7.0	6.0	8.2360679775	NaN	7.472135955	NaN	NaN
103	inf	5.82842712474	5.41421356237	5.0	NaN	NaN	5.41421356237	5.82842712474	NaN	NaN
107	inf	7.65028153987	7.2360679775	NaN	6.0	NaN	7.2360679775	7.65028153987	NaN	NaN
109	inf	7.65028153987	NaN	6.2360679775	5.41421356237	NaN	7.2360679775	7.472135955	NaN	NaN
110	inf	NaN	6.65028153987	6.41421356237	5.41421356237	NaN	7.2360679775	7.06449510224	NaN	NaN
115	inf	5.0	5.41421356237	NaN	NaN	5.0	5.41421356237	5.0	NaN	NaN
117	inf	6.41421356237	NaN	5.82842712474	NaN	6.41421356237	6.82842712474	6.41421356237	NaN	NaN
118	inf	NaN	5.41421356237	5.0	NaN	6.41421356237	6.65028153987	5.82842712474	NaN	NaN
121	inf	8.2360679775	NaN	NaN	6.65028153987	8.2360679775	8.65028153987	8.2360679775	NaN	NaN
122	inf	NaN	7.2360679775	NaN	6.0	8.2360679775	8.472135955	7.65028153987	NaN	NaN
124	inf	NaN	NaN	6.2360679775	5.41421356237	8.2360679775	8.39834563767	7.472135955	NaN	NaN
143	inf	7.57649122254	6.65028153987	5.82842712474	5.41421356237	NaN	NaN	NaN	5.41421356237	NaN
151	inf	7.0	6.65028153987	5.82842712474	NaN	7.0	NaN	NaN	5.41421356237	NaN
155	inf	8.41421356237	8.06449510224	NaN	6.24264068711	8.41421356237	NaN	NaN	6.82842712474	NaN
157	inf	8.41421356237	NaN	7.06449510224	6.65028153987	8.41421356237	NaN	NaN	6.82842712474	NaN
158	inf	NaN	7.41421356237	7.06449510224	6.65028153987	8.41421356237	NaN	NaN	6.65028153987	NaN
167	inf	6.41421356237	6.0	5.82842712474	NaN	NaN	6.0	NaN	5.41421356237	NaN
